Pokemon Number,Pokemon Name,Pokemon Type 1,Pokemon Type 2,HP,Attack,Defense,Sp. Attack ,Sp. Defense,Speed,Base Stat Total,Experience Growth,Male %,Female %,Weight (kg),Height (meters),Generation ,Capture Rate,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
897,Spectrier,Ghost,,100,65,60,145,80,130,580,1250000,0,0,44.5,2,8,3,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
898,Calyrex,Psychic,Grass,100,80,80,80,80,80,500,1250000,0,0,7.7,1.1,8,3,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,525,1250000,50,50,95.1,1.8,8,135,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
900,Kleavor,Bug,Rock,70,135,95,45,70,85,500,1000000,50,50,89,1.8,8,115,0.5,1,2,1,1,1,1,0.5,1,1,1.00,1.00,2.00,1,1,1,2,1
901,Ursaluna,Ground,Normal,130,140,105,45,80,50,550,1000000,50,50,290,2.4,8,75,1,1,2,0,2,2,2,0.5,1,1,1.00,1.00,0.50,0,1,1,1,1
902,Basculegion,Water,Ghost,120,112,65,80,75,78,530,1000000,50,50,110,3,8,135,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1.00,0.50,1.00,2,1,2,0.5,1
903,Sneasler,Fighting,Poison,80,130,60,40,80,120,510,1059860,50,50,43,1.3,8,135,1,1,1,1,0.5,1,0.5,0.5,2,2,4.00,0.25,0.50,1,1,0.5,1,1
904,Overqwil,Dark,Poison,85,115,95,65,65,85,510,1000000,50,50,60.5,2.5,8,135,1,1,1,1,0.5,1,1,0.5,2,1,0.00,1.00,1.00,0.5,1,0.5,1,1
905,Enamorus,Fairy,Flying,74,115,70,135,80,106,580,1250000,0,100,48,1.6,9,3,1,1,1,2,0.5,2,0.25,2,0,1,1.00,0.25,2.00,1,0,0.5,2,1
906,Sprigatito,Grass,,40,61,54,45,45,65,310,1059860,87.5,12.5,4.1,0.4,9,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1.00,2.00,1.00,1,1,1,1,1
907,Floragato,Grass,,61,80,63,60,63,83,410,1059860,87.5,12.5,12.2,0.9,9,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1.00,2.00,1.00,1,1,1,1,1
908,Meowscarada,Grass,Dark,76,110,70,81,70,123,530,1059860,87.5,12.5,31.2,1.5,9,45,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0.00,4.00,1.00,0.5,1,0.5,1,2
909,Fuecoco,Fire,,67,45,59,63,40,36,310,1059860,87.5,12.5,9.8,0.4,9,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
910,Crocalor,Fire,,81,55,78,90,58,49,411,1059860,87.5,12.5,30.7,1,9,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,530,1059860,87.5,12.5,326.5,1.6,9,45,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
912,Quaxly,Water,,55,65,45,50,45,50,310,1059860,87.5,12.5,6.1,0.5,9,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
913,Quaxwell,Water,,70,85,65,65,60,65,410,1059860,87.5,12.5,21.5,1.2,9,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
914,Quaquaval,Water,Fighting,85,120,80,85,75,85,530,1059860,87.5,12.5,61.9,1.8,9,45,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
915,Lechonk,Normal,,54,45,40,35,45,35,254,1000000,50,50,10.2,0.5,9,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
916,Oinkologne,Normal,,110,100,75,59,80,65,489,1000000,50,50,120,1,9,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
917,Tarountula,Bug,,35,41,45,29,40,20,210,600000,50,50,4,0.3,9,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
918,Spidops,Bug,,60,79,92,52,86,35,404,600000,50,50,16.5,1,9,120,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
919,Nymble,Bug,,33,46,40,21,25,45,210,1000000,50,50,1,0.2,9,190,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
920,Lokix,Bug,Dark,71,102,78,52,55,92,450,1000000,50,50,17.5,1,9,30,1,2,1,1,0.5,1,1,1,0.5,2,0,2,2,0.5,1,0.5,1,2
921,Pawmi,Electric,,45,50,20,40,25,60,240,1000000,50,50,2.5,0.3,9,190,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
922,Pawmo,Electric,Fighting,60,75,40,50,40,85,350,1000000,50,50,6.5,0.4,9,80,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2
923,Pawmot,Electric,Fighting,70,115,70,70,60,105,490,1000000,50,50,41,0.9,9,45,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2
924,Tandemaus,Normal,,50,50,45,40,45,75,305,800000,0,0,1.8,0.3,9,150,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
925,Maushold,Normal,,74,75,70,65,75,111,470,800000,0,0,2.8,0.3,9,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
926,Fidough,Fairy,,37,55,70,30,55,65,312,1059860,50,50,10.9,0.3,9,190,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
927,Dachsbun,Fairy,,57,80,115,50,80,95,477,1059860,50,50,14.9,0.5,9,90,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
928,Smoliv,Grass,Normal,41,35,45,58,51,30,260,1059860,50,50,6.5,0.3,9,255,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
929,Dolliv,Grass,Normal,52,53,60,78,78,33,354,1059860,50,50,11.9,0.6,9,120,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,*
930,Arboliva,Grass,Normal,78,69,90,125,109,39,510,1059860,50,50,48.2,1.4,9,45,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
931,Squawkabilly,Normal,Flying,82,96,51,45,51,92,417,600000,50,50,2.4,0.6,9,190,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
932,Nacli,Rock,,55,55,75,35,35,25,280,1059860,50,50,16,0.4,9,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
933,Naclstack,Rock,,60,60,100,35,65,35,355,1059860,50,50,105,0.6,9,120,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
934,Garganacl,Rock,,100,100,130,45,90,35,500,1059860,50,50,240,2.3,9,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
935,Charcadet,Fire,,40,50,40,50,40,35,255,1250000,50,50,10.5,0.6,9,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
936,Armarouge,Fire,Psychic,85,60,100,125,80,75,525,1250000,50,50,85,1.5,9,25,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
937,Ceruledge,Fire,Ghost,75,125,80,60,100,85,525,1250000,50,50,62,1.6,9,25,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
938,Tadbulb,Electric,,61,31,41,59,35,45,272,1000000,50,50,0.4,0.3,9,190,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
939,Bellibolt,Electric,,109,64,91,103,83,45,495,1000000,50,50,113,1.2,9,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
940,Wattrel,Electric,Flying,40,40,35,55,40,70,280,1059860,50,50,3.6,0.4,9,180,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
941,Kilowattrel,Electric,Flying,70,70,60,105,60,125,490,1059860,50,50,38.6,1.4,9,90,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
942,Maschiff,Dark,,60,78,60,40,51,51,340,1059860,50,50,16,0.5,9,150,1,1,1,100%,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
943,Mabosstiff,Dark,,80,120,90,60,70,85,505,1059860,50,50,61,1.1,9,75,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
944,Shroodle,Poison,Normal,40,65,35,40,35,75,290,1059860,50,50,0.7,0.2,9,190,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5
945,Grafaiai,Poison,Normal,63,95,65,80,72,110,485,1059860,50,50,27.2,0.7,9,90,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5
946,Bramblin,Grass,Ghost,40,65,30,45,35,60,275,1000000,50,50,0.6,0.6,9,190,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
947,Brambleghast,Grass,Ghost,55,115,70,80,70,90,480,1000000,50,50,6,1.2,9,45,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
948,Toedscool,Ground,Grass,40,40,35,50,100,70,335,1059860,50,50,33,0.9,9,190,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
949,Toedscruel,Ground,Grass,80,70,65,80,120,100,515,1059860,50,50,58,1.9,9,90,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
950,Klawf,Rock,,70,100,115,35,55,75,450,1000000,50,50,79,1.3,9,120,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
951,Capsakid,Grass,,50,62,40,62,40,50,304,1000000,50,50,3,0.3,9,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
952,Scovillain,Grass,Fire,65,108,65,108,65,75,486,1000000,50,50,15,0.9,9,50,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5
953,Rellor,Bug,,41,50,60,31,58,30,270,800000,50,50,1,0.2,9,190,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
954,Rabsca,Bug,Psychic,75,50,85,115,100,45,470,800000,50,50,3.5,0.3,9,45,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
955,Flittle,Psychic,,30,35,30,55,30,75,255,1059860,50,50,1.5,0.2,9,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
956,Espathra,Psychic,,95,60,60,101,60,105,481,1059860,50,50,90,1.9,9,60,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,297,1059860,0,100,8.9,0.4,9,190,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,380,1059860,0,100,59.1,0.7,9,90,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,506,1059860,0,100,112.8,0.7,9,45,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
960,Wiglett,Water,,10,55,25,35,25,95,245,1000000,50,50,1.8,1.2,9,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
961,Wugtrio,Water,,35,100,50,50,70,120,425,1000000,50,50,5.4,1.2,9,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
962,Bombirdier,Flying,Dark,70,103,85,60,85,82,485,1250000,50,50,42.9,1.5,9,25,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
963,Finizen,Water,,70,45,40,45,40,75,315,1250000,50,50,60.2,1.3,9,200,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
964,Palafin,Water,,100,70,72,53,62,100,457,1250000,50,50,60.2,1.3,9,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
965,Varoom,Steel,Poison,45,70,63,30,45,47,300,1000000,50,50,35,1,9,190,0.5,2,1,1,0.25,0.5,1,0,4,0.5,1,0.25,0.5,1,0.5,1,0.5,0.25
966,Revavroom,Steel,Poison,80,119,90,54,67,90,500,1000000,50,50,120,1.8,9,75,0.5,2,1,1,0.25,0.5,1,0,4,0.5,1,0.25,0.5,1,0.5,1,0.5,0.25
967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,501,1059860,50,50,63,1.6,9,190,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
968,Orthworm,Steel,,70,85,145,60,55,65,480,1250000,50,50,310,2.5,9,25,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
969,Glimmet,Rock,Poison,48,35,42,105,60,60,350,1059860,50,50,8,0.7,9,70,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
970,Glimmora,Rock,Poison,83,55,90,130,81,86,525,1059860,50,50,45,1.5,9,25,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
971,Greavard,Ghost,,50,61,60,30,55,34,290,1059860,50,50,35,0.6,9,120,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
972,Houndstone,Ghost,,72,101,100,50,97,68,488,1059860,50,50,15,2,9,60,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
973,Flamigo,Flying,Fighting,82,115,74,75,64,90,500,1059860,50,50,37,1.6,9,100,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
974,Cetoddle,Ice,,108,68,45,30,40,43,334,1059860,50,50,45,1.2,9,150,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
975,Cetitan,Ice,,170,113,65,45,55,73,521,1059860,50,50,700,4.5,9,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
976,Veluza,Water,Psychic,90,102,73,78,65,70,478,800000,50,50,90,2.5,9,100,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
977,Dondozo,Water,,150,100,115,65,65,35,530,1250000,50,50,220,12,9,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
978,Tatsugiri,Dragon,Water,68,50,60,120,95,82,475,1059860,50,50,8,0.3,9,100,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,535,1000000,50,50,56,1.2,9,45,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
980,Clodsire,Poison,Ground,130,75,60,45,100,20,430,1000000,50,50,223,1.8,9,90,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,520,1000000,50,50,160,3.2,9,45,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5
982,Dudunsparce,Normal,,125,100,80,85,75,55,520,1000000,50,50,39.2,3.6,9,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
983,Kingambit,Dark,Steel,100,135,120,60,85,50,550,1000000,50,50,120,2,9,25,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
984,Great Tusk,Ground,Fighting,115,131,131,53,53,87,570,1250000,0,0,320,2.2,9,30,1,1,2,0,2,2,1,0.5,1,2,2,0.5,0.25,1,1,0.5,1,2
985,Scream Tail,Fairy,Psychic,115,65,99,65,115,111,570,1250000,0,0,8,1.2,9,50,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
986,Brute Bonnet,Grass,Dark,111,127,99,79,99,55,570,1250000,0,0,21,1.2,9,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
987,Flutter Mane,Ghost,Fairy,55,55,55,135,135,135,570,1250000,0,0,4,1.4,9,30,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
988,Slither Wing,Bug,Fighting,85,135,79,85,105,81,570,1250000,0,0,92,3.2,9,30,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
989,Sandy Shocks,Electric,Ground,85,81,97,121,85,101,570,1250000,0,0,60,2.3,9,30,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
990,Iron Treads,Ground,Steel,90,112,120,72,70,106,570,1250000,0,0,240,0.9,9,30,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
991,Iron Bundle,Ice,Water,56,80,114,124,60,136,570,1250000,0,0,11,0.6,9,50,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
992,Iron Hands,Fighting,Electric,154,140,108,50,68,50,570,1250000,0,0,380.7,1.8,9,50,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2
993,Iron Jugulis,Dark,Flying,94,80,86,122,80,108,570,1250000,0,0,111,1.3,9,30,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
994,Iron Moth,Fire,Poison,80,70,60,140,110,110,570,1250000,0,0,36,1.2,9,30,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
995,Iron Thorns,Rock,Electric,100,134,110,70,84,72,570,1250000,0,0,303,1.6,9,30,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
996,Frigibax,Dragon,Ice,65,75,45,35,45,55,320,1250000,50,50,17,0.5,9,45,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
997,Arctibax,Dragon,Ice,90,95,66,45,65,62,423,1250000,50,50,30,0.8,9,25,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,600,1250000,50,50,210,2.1,9,10,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
999,Gimmighoul,Ghost,,45,30,70,75,70,10,300,1250000,0,0,5,0.3,9,45,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
1000,Gholdengo,Steel,Ghost,87,60,95,133,91,84,550,1250000,0,0,30,1.2,9,45,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
1001,Wo-Chien,Dark,Grass,85,85,100,95,135,70,570,1250000,0,0,74.2,1.5,9,6,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
1002,Chien-Pao,Dark,Ice,80,120,80,90,65,135,570,1250000,0,0,152.2,1.9,9,6,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
1003,Ting-Lu,Dark,Ground,155,110,125,55,80,45,570,1250000,0,0,699.7,2.7,9,6,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
1004,Chi-Yu,Dark,Fire,55,80,80,135,120,100,570,1250000,0,0,4.9,0.4,9,6,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
1005,Roaring Moon,Dragon,Dark,105,139,71,55,101,119,590,1250000,0,0,380,2,9,10,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
1006,Iron Valiant,Fairy,Fighting,74,130,90,120,60,116,590,1250000,0,0,35,1.4,9,10,1,1,1,1,1,1,0.5,2,1,2,2,0.25,0.5,1,0,0.25,2,2
1007,Koraidon,Fighting,Dragon,100,135,115,85,100,135,670,1250000,0,0,303,2.5,9,3,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
1008,Miraidon,Electric,Dragon,100,85,100,135,115,135,670,1250000,0,0,240,3.5,9,3,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
1009,Walking Wake,Water,Dragon,99,83,91,125,83,109,590,1250000,0,0,280,3.5,9,5,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
1010,Iron Leaves,Grass,Psychic,90,130,88,70,108,104,590,1250000,0,0,125,1.5,9,5,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
